C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_105.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_105.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_105.jpg,0,0,0,6.100864E-06
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_176.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_176.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_176.jpg,0,0,0,1.839809E-06
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_255.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_255.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_255.jpg,0,0,0,8.716294E-06
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_333.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_333.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_333.jpg,0,0,0,2.987918E-06
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_409.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_409.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_409.jpg,0,0,0,2.938022E-06
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_488.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_488.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_488.jpg,0,0,0,6.567062E-06
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_571.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_571.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_571.jpg,0,0.1927029,0,0.1272365
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_650.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_650.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_650.jpg,0,0.4309329,0,0.3594922
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_717.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_717.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_717.jpg,-0.05,0.5920269,0,0.7386253
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_800.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_800.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_800.jpg,-0.25,0.8333135,0,1.4415
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_880.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_880.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_880.jpg,0,1,0,2.346103
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_52_950.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_52_950.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_52_950.jpg,-0.15,1,0,3.279557
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_032.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_032.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_032.jpg,0,1,0,4.207447
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_106.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_106.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_106.jpg,0,1,0,5.137388
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_181.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_181.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_181.jpg,-0.15,1,0,5.828151
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_260.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_260.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_260.jpg,0,1,0,6.741819
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_339.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_339.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_339.jpg,-0.1,1,0,7.652344
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_409.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_409.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_409.jpg,0,1,0,8.542453
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_491.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_491.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_491.jpg,-0.1,1,0,9.437936
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_565.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_565.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_565.jpg,-0.3,1,0,10.30838
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_641.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_641.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_641.jpg,-0.45,1,0,10.93457
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_717.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_717.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_717.jpg,-0.05,1,0,11.62683
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_785.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_785.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_785.jpg,-0.25,1,0,12.62962
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_855.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_855.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_855.jpg,0,1,0,13.25054
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_53_943.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_53_943.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_53_943.jpg,-0.15,1,0,14.14188
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_009.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_009.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_009.jpg,0,1,0,15.007
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_075.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_075.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_075.jpg,0,1,0,15.55224
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_146.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_146.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_146.jpg,0,1,0,16.4199
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_214.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_214.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_214.jpg,-0.1,1,0,17.09544
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_283.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_283.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_283.jpg,-0.3,1,0,17.88094
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_355.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_355.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_355.jpg,-0.45,1,0,18.43276
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_434.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_434.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_434.jpg,-0.6500001,1,0,19.10716
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_513.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_513.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_513.jpg,0,1,0,19.82178
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_592.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_592.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_592.jpg,0,1,0,20.59747
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_662.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_662.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_662.jpg,0,1,0,21.39649
C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\center_2020_12_01_12_20_54_731.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\left_2020_12_01_12_20_54_731.jpg,C:\Users\JANANI\OneDrive\Desktop\THESIS\Dataset\IMG\right_2020_12_01_12_20_54_731.jpg,-0.15,1,0,22.01927
